name,description,image,external_url,attributes[artist],attributes[burn_date],attributes[burn_location],attributes[technique],attributes[curves],width,height,id,cnt,light_x,bgcolor__001,bgcolor__002,bgcolor__003
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-68.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,16,7.5,8,6,68,-0.393928452860564,200,201,197
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-99.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,12,5.5,6,12,99,-0.4107614238746464,249,219,184
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-17.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,8,5,4,17,0.8355048554949462,186,154,142
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-71.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,16,8,8,12,71,-0.2385455733165145,188,161,114
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-78.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,16,6,8,25,78,-0.6272630789317191,98,100,91
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-38.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,16,8.5,8,12,38,0.8338093925267458,140,111,63
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-66.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,8,7,4,10,66,0.6695142635144293,118,134,130
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-66.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,16,9.5,8,26,66,0.6188261979259551,126,142,117
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-18.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,8,5,6,18,-0.8365991362370551,168,167,160
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-71.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,14,8,7,26,71,0.07639347203075886,155,172,152
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-58.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,7,6,6,58,-0.5550774876028299,102,97,94
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-14.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,14,9,7,26,14,0.5209668073803186,98,106,108
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-65.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,10,8.5,5,10,65,0.9769970229826868,238,242,232
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-26.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,16,8.5,8,26,26,-0.3645652183331549,100,108,107
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-53.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,7.5,5,6,53,-0.5051307985559106,187,185,179
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-54.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,14,7.5,7,27,54,-0.8037573248147964,149,114,85
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-55.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,8,5,5,55,-0.06294063245877624,246,223,206
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-7.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,12,6.5,6,26,7,-0.5495497356168926,89,102,94
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-51.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,10,5,5,25,51,0.44024330750107765,125,133,125
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-1.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,12,7.5,6,27,1,-0.040141785982996225,187,182,170
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-16.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,10,7.5,5,25,16,0.10958388494327664,98,107,87
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-31.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,12,6.5,6,25,31,-0.19644413981586695,148,149,138
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-96.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,8,8,4,12,96,-0.6466525648720562,255,255,205
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-42.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,14,6,7,12,42,-0.5979218808934093,198,155,108
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-18.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,12,8.5,6,25,18,-0.15247503202408552,138,141,128
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-13.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,10,5,5,12,13,0.35644224751740694,167,131,88
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-38.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,7.5,5,4,38,-0.4685616260394454,152,142,140
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-44.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,14,8.5,7,27,44,-0.19668706553056836,163,156,158
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-91.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,8.5,7,5,91,-0.7629258469678462,254,216,194
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-7.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,12,8,6,25,7,0.4639898557215929,127,131,126
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-47.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,14,9,7,25,47,-0.0734498011879623,134,139,124
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-32.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,16,9.5,8,27,32,-0.28607877576723695,229,210,195
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-75.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,12,8,6,27,75,0.15459597436711192,198,183,178
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-40.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,6,5,5,40,-0.4825748149305582,216,176,150
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-85.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,7.5,5,4,85,0.8500310056842864,150,128,121
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-46.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,16,8,8,12,46,0.7563063139095902,223,190,138
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-5.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,14,6.5,7,25,5,0.6464650388807058,165,168,157
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-99.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,6,6,5,99,0.9130428773351014,162,132,116
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-67.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,10,8,5,26,67,0.43785745138302445,125,139,133
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-15.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,10,7,5,11,15,0.8867047191597521,116,114,127
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-70.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,8,7,5,70,-0.2501856260932982,141,112,95
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-59.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,8,5,6,59,0.44874519668519497,206,206,200
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-23.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,7.5,7,6,23,0.3270597062073648,139,138,133
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-72.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,10,7,5,10,72,0.2882300475612283,150,171,167
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-9.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,9,7,5,9,-0.08097050804644823,197,159,138
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-82.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,10,7,5,26,82,-0.7014437336474657,156,171,161
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-1.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,8.5,7,4,1,0.8927840669639409,143,118,109
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-71.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,10,7,5,10,71,0.45594093948602676,145,167,160
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-33.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,10,8,5,25,33,-0.22921240190044045,173,176,164
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-76.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,12,6,6,25,76,0.3997564660385251,110,115,90
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-1.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,9.5,7,5,1,-0.24391971481963992,214,195,181
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-88.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,8.5,5,5,88,0.6790064126253128,206,177,164
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-66.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,10,6,5,27,66,0.31805418245494366,145,127,116
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-61.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,8,7,4,61,-0.5785540943033993,137,103,86
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-73.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,12,8.5,6,10,73,-0.034412410110235214,226,238,229
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-65.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,16,8,8,12,65,0.22657258342951536,224,198,160
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-16.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,10,8,5,26,16,-0.8954198295250535,97,106,106
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-3.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,14,7.5,7,10,3,-0.8850551634095609,221,209,191
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-47.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,12,8,6,26,47,0.5032344283536077,118,133,121
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-67.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,7,5,4,67,0.5024106474593282,101,93,94
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-10.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,16,6.5,8,12,10,0.7350162649527192,235,206,171
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-72.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,14,7.5,7,26,72,-0.7860153950750828,160,177,158
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-94.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,16,8,8,25,94,0.3241284401156008,125,128,114
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-46.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,6,6,5,46,0.018787710461765528,123,98,85
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-2.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,10,8,5,26,2,0.791633564978838,95,113,95
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-72.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,10,7.5,5,12,72,-0.02423415519297123,181,146,105
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-52.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,8,5,5,52,0.08855339558795094,109,96,86
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-6.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,16,8.5,8,27,6,0.21933850878849626,193,180,161
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-88.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,7,6,4,88,-0.2493306528776884,132,92,67
